a1_a,a1_b,a1_c,a2,a5_bdh,a5_byr,a5_bmfs1,a5_bmfs2,a5_mdh,a5_myr,a5_mmfs1,a5_mmfs2,a15,a17a_ths,a17b_ths,a17c_ths,a17d_ths,a17e_ths,a17f_ths,a17g_ths,b1_a,b1_b,b1_c,b2_a,b2_b,b2_c,b2_d,b2_e,b5_a,b5_b,b5_c,b5_d,b5_e,c1,c5,d1,d2,d4_recode1,d4_recode2,d4_recode3,d5_age,classid,tfa_teacher,mprid,schoolid,blockid,grade,treatment,bilingual,cscurr,dob,gender,race,hispanic,freelunch,absentdays,suspensions,suspdays,tstform,ge_r,ge_m,ss_r,ss_m,npr_r,npr_m,spanish,pretstform,prege_r,prege_m,press_r,press_m,prenpr_r,prenpr_m,prespanish
1,1,1,5,1,2002,17,,2,,,,1,,,,,,,,70,15,15,3,3,4,2,2,2,3,3,2,2,2,1,2,2,0,0,1,23,121,1,1104220,610,7,2,1,0,23,01/04/1995,M,Asian/PI/Missing,Yes,No,2,,,L,032,030,175,171,64,57,0,K,031,020,173,153,79,44,0
1,1,1,5,1,2002,17,,2,,,,1,,,,,,,,70,15,15,3,3,4,2,2,2,3,3,2,2,2,1,2,2,0,0,1,23,121,1,1104180,610,7,2,1,0,23,02/05/1995,M,Black,No,Yes,5,,,L,034,020,179,152,71,18,0,K,028,015,168,144,70,23,0
1,1,1,5,1,2002,17,,2,,,,1,,,,,,,,70,15,15,3,3,4,2,2,2,3,3,2,2,2,1,2,2,0,0,1,23,121,1,1104100,610,7,2,1,0,23,02/23/1995,F,Asian/PI/Missing,Yes,Yes,1,,,L,029,012,169,139,51,4,0,K,020, K2,153,124,40,1,0
1,1,1,5,1,2002,17,,2,,,,1,,,,,,,,70,15,15,3,3,4,2,2,2,3,3,2,2,2,1,2,2,0,0,1,23,121,1,1104120,610,7,2,1,0,23,05/28/1995,F,Black,No,Yes,4,,,L,022,012,159,137,31,3,0,K,017,010,148,134,29,8,0
1,1,1,5,1,2002,17,,2,,,,1,,,,,,,,70,15,15,3,3,4,2,2,2,3,3,2,2,2,1,2,2,0,0,1,23,121,1,1104240,610,7,2,1,0,23,02/02/1995,F,Asian/PI/Missing,Yes,Yes,0,,,L,034,016,179,146,71,9,0,K,021,013,157,142,48,19,0
1,1,1,5,1,2002,17,,2,,,,1,,,,,,,,70,15,15,3,3,4,2,2,2,3,3,2,2,2,1,2,2,0,0,1,23,121,1,1104210,610,7,2,1,0,23,07/13/1995,M,Asian/PI/Missing,Yes,Yes,2,,,L,023,012,160,139,33,4,0,K,015, K4,142,126,17,2,0
1,1,1,5,1,2002,17,,2,,,,1,,,,,,,,70,15,15,3,3,4,2,2,2,3,3,2,2,2,1,2,2,0,0,1,23,121,1,1104080,610,7,2,1,0,23,11/03/1994,F,Asian/PI/Missing,Yes,Yes,13,,,L,025,017,163,148,39,12,0,K,019,015,152,144,37,23,0
1,1,1,5,1,2002,17,,2,,,,1,,,,,,,,70,15,15,3,3,4,2,2,2,3,3,2,2,2,1,2,2,0,0,1,23,121,1,1104040,610,7,2,1,0,23,04/20/1995,M,Asian/PI/Missing,Yes,Yes,7,,,L,034,026,179,162,71,37,0,K,019,022,152,155,37,50,0
1,1,1,5,1,2002,17,,2,,,,1,,,,,,,,70,15,15,3,3,4,2,2,2,3,3,2,2,2,1,2,2,0,0,1,23,121,1,1104140,610,7,2,1,0,23,08/23/1995,M,White,No,Yes,3,,,L,029,016,169,146,51,9,0,K,022,012,159,138,52,12,0
1,1,1,5,1,2002,17,,2,,,,1,,,,,,,,70,15,15,3,3,4,2,2,2,3,3,2,2,2,1,2,2,0,0,1,23,121,1,1104050,610,7,2,1,0,23,09/06/1994,M,Asian/PI/Missing,Yes,Yes,11,,,L,038,017,185,148,80,12,0,K,020,010,154,134,42,8,0
1,1,1,5,1,2002,17,,2,,,,1,,,,,,,,70,15,15,3,3,4,2,2,2,3,3,2,2,2,1,2,2,0,0,1,23,121,1,1124030,610,7,2,1,0,23,10/15/1994,M,Asian/PI/Missing,Yes,Yes,3,,,L,029,026,169,162,51,37,0,K,021,016,157,146,48,27,0
8,8,4,21,1,1991,27,2,2,,,,1,,2,2,,,1,,80,10,10,4,3,3,4,2,4,3,3,4,2,1,2,2,2,1,0,0,35,122,0,1104430,610,7,2,0,0,23,01/21/1994,M,Black,No,Yes,3,,,L,030,033,171,175,56,65,0,K,018,017,150,148,33,31,0
8,8,4,21,1,1991,27,2,2,,,,1,,2,2,,,1,,80,10,10,4,3,3,4,2,4,3,3,4,2,1,2,2,2,1,0,0,35,122,0,1104290,610,7,2,0,0,23,12/24/1994,M,Asian/PI/Missing,Yes,Yes,19,,,L,038,020,185,152,80,18,0,K,015, K9,142,131,17,5,0
8,8,4,21,1,1991,27,2,2,,,,1,,2,2,,,1,,80,10,10,4,3,3,4,2,4,3,3,4,2,1,2,2,2,1,0,0,35,122,0,1104400,610,7,2,0,0,23,07/28/1995,F,Black,No,Yes,0,,,L,027,023,167,156,47,24,0,K,018,016,150,146,33,27,0
8,8,4,21,1,1991,27,2,2,,,,1,,2,2,,,1,,80,10,10,4,3,3,4,2,4,3,3,4,2,1,2,2,2,1,0,0,35,122,0,1104350,610,7,2,0,0,23,11/20/1994,M,Asian/PI/Missing,Yes,Yes,3,,,L,018,020,150,152,15,18,0,K,012,013,134,142,6,19,0
8,8,4,21,1,1991,27,2,2,,,,1,,2,2,,,1,,80,10,10,4,3,3,4,2,4,3,3,4,2,1,2,2,2,1,0,0,35,122,0,1104030,610,7,2,0,0,23,07/25/1995,F,Asian/PI/Missing,Yes,Yes,9,,,L,021,015,156,144,25,7,0,K,014,013,139,142,12,19,0
8,8,4,21,1,1991,27,2,2,,,,1,,2,2,,,1,,80,10,10,4,3,3,4,2,4,3,3,4,2,1,2,2,2,1,0,0,35,122,0,1104340,610,7,2,0,0,23,11/19/1993,F,Asian/PI/Missing,Yes,Yes,0,,,L,030,020,171,152,56,18,0,K,021,011,157,136,48,10,0
8,8,4,21,1,1991,27,2,2,,,,1,,2,2,,,1,,80,10,10,4,3,3,4,2,4,3,3,4,2,1,2,2,2,1,0,0,35,122,0,1104320,610,7,2,0,0,23,11/20/1994,M,Asian/PI/Missing,Yes,Yes,12,,,L,022,013,159,141,31,5,0,K,013, K7,137,129,9,3,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1121940,207,37,3,1,0,24,01/01/1900,F,Black,No,Yes,3,0,0,L,019,032,152,174,5,30,0,K,013,016,135,146,1,6,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1122310,207,37,3,1,0,24,01/01/1900,M,Black,No,Yes,0,0,0,L,028,020,168,153,21,5,0,K,017,014,148,143,8,4,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1128210,207,37,3,1,0,24,01/01/1900,M,Black,No,Yes,12,3,9,L,025,038,163,185,15,50,0,K,018,026,150,163,10,28,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1122340,207,37,3,1,0,24,01/01/1900,M,Black,No,Yes,3,0,0,L,015,020,141,153,1,5,0,K,014,012,140,137,2,1,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1128270,207,37,3,1,0,24,01/01/1900,M,Black,No,Yes,15,3,6,L,021,028,156,168,8,20,0,K, K9,026,131,165,1,32,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1122430,207,37,3,1,0,24,01/01/1900,F,Black,No,Yes,6,0,0,L,015,034,142,177,1,36,0,K,018,010,150,134,10,1,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1122320,207,37,3,1,0,24,01/01/1900,M,Black,No,Yes,9,2,0,L,013,026,137,162,1,13,0,K,017,016,148,146,8,6,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1125300,207,37,3,1,0,24,01/01/1900,F,Black,No,Yes,2,0,0,L,035,038,180,185,40,50,0,K,018,023,150,157,10,18,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1122370,207,37,3,1,0,24,01/01/1900,F,Black,No,Yes,3,0,0,L,015,026,142,164,1,15,0,K,017,010,148,134,8,1,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1125430,207,37,3,1,0,24,01/01/1900,M,Black,No,Yes,2,0,0,L,017,029,148,170,3,23,0,K,016,028,146,168,6,39,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1122200,207,37,3,1,0,24,01/01/1900,M,Black,No,Yes,2,0,0,L,017,030,148,172,3,26,0,K,016,022,146,155,6,15,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1122260,207,37,3,1,0,24,01/01/1900,F,Black,No,Yes,3,1,3,L,020,032,154,174,6,30,0,K,021,020,155,153,16,13,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1122390,207,37,3,1,0,24,01/01/1900,F,Black,No,Yes,9,1,1,L,019,024,152,158,5,9,0,K,013,012,135,140,1,3,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1122280,207,37,3,1,0,24,01/01/1900,F,Black,No,Yes,0,0,0,L,031,045,174,195,30,67,0,K,019,033,152,175,12,54,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1125280,207,37,3,1,0,24,01/01/1900,F,Black,No,Yes,,,,L,041,026,189,162,98,80,0,K,032,012,175,140,52,3,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1122420,207,37,3,1,0,24,01/01/1900,F,Black,No,Yes,0,0,0,L,037,038,184,185,48,50,0,K,031,033,173,175,48,54,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1122400,207,37,3,1,0,24,01/01/1900,M,Black,No,Yes,5,1,3,L,018,037,150,182,4,44,0,K,015,025,142,161,3,25,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1122290,207,37,3,1,0,24,01/01/1900,F,Black,No,Yes,3,0,0,L,019,016,152,147,5,2,0,K,015,012,142,137,3,1,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1122350,207,37,3,1,0,24,01/01/1900,F,Black,No,Yes,8,0,0,L,018,019,150,151,4,4,0,K,019,014,152,143,12,4,0
1,1,1,1,1,2002,2,2,2,,,,2,1,,,,1,1,,40,60,10,3,5,4,4,3,2,3,4,4,3,2,2,2,2,0,1,0,24,125,1,1122210,207,37,3,1,0,24,01/01/1900,F,Black,No,Yes,6,0,0,L,016,025,146,160,2,11,0,K,011,019,133,151,1,11,0
6,6,1,15,1,1997,1,,2,,,,1,2,1,1,3,1,1,,85,10,5,4,3,2,3,2,4,3,3,3,2,2,2,2,2,1,0,0,31,127,0,1122330,207,37,3,0,0,23,01/01/1900,M,Black,No,Yes,,,,L,018,032,150,174,50,96,0,K,015,017,142,149,3,9,0
6,6,1,15,1,1997,1,,2,,,,1,2,1,1,3,1,1,,85,10,5,4,3,2,3,2,4,3,3,3,2,2,2,2,2,1,0,0,31,127,0,1121910,207,37,3,0,0,23,01/01/1900,M,Black,No,Yes,6,0,0,L,019,027,152,166,5,18,0,K,020,027,154,167,15,37,0
6,6,1,15,1,1997,1,,2,,,,1,2,1,1,3,1,1,,85,10,5,4,3,2,3,2,4,3,3,3,2,2,2,2,2,1,0,0,31,127,0,1122900,207,37,3,0,0,23,01/01/1900,F,Black,No,Yes,3,0,0,L,028,027,168,166,21,18,0,K,016,023,144,157,5,18,0
6,6,1,15,1,1997,1,,2,,,,1,2,1,1,3,1,1,,85,10,5,4,3,2,3,2,4,3,3,3,2,2,2,2,2,1,0,0,31,127,0,1122880,207,37,3,0,0,23,01/01/1900,F,Black,No,Yes,1,0,0,L,022,017,158,149,10,3,0,K,021,019,155,151,16,11,0
6,6,1,15,1,1997,1,,2,,,,1,2,1,1,3,1,1,,85,10,5,4,3,2,3,2,4,3,3,3,2,2,2,2,2,1,0,0,31,127,0,1122970,207,37,3,0,0,23,01/01/1900,M,Black,No,Yes,2,0,0,L,029,028,169,168,22,20,0,K,016,012,144,140,5,3,0
6,6,1,15,1,1997,1,,2,,,,1,2,1,1,3,1,1,,85,10,5,4,3,2,3,2,4,3,3,3,2,2,2,2,2,1,0,0,31,127,0,1128240,207,37,3,0,0,23,01/01/1900,M,Black,No,Yes,3,0,0,L,022,023,158,156,10,7,0,K,017,025,148,161,8,25,0
6,6,1,15,1,1997,1,,2,,,,1,2,1,1,3,1,1,,85,10,5,4,3,2,3,2,4,3,3,3,2,2,2,2,2,1,0,0,31,127,0,1128260,207,37,3,0,0,23,01/01/1900,M,Black,No,Yes,0,0,0,L,016,015,144,144,1,1,0,K,015,017,142,149,3,9,0
6,6,1,15,1,1997,1,,2,,,,1,2,1,1,3,1,1,,85,10,5,4,3,2,3,2,4,3,3,3,2,2,2,2,2,1,0,0,31,127,0,1122640,207,37,3,0,0,23,01/01/1900,F,Black,No,Yes,9,3,9,L,015,037,142,182,1,44,0,K,016,027,146,167,6,37,0
6,6,1,15,1,1997,1,,2,,,,1,2,1,1,3,1,1,,85,10,5,4,3,2,3,2,4,3,3,3,2,2,2,2,2,1,0,0,31,127,0,1122710,207,37,3,0,0,23,01/01/1900,M,Black,No,Yes,10,2,5,L,015,025,142,160,1,11,0,K,016,014,146,143,6,4,0
6,6,1,15,1,1997,1,,2,,,,1,2,1,1,3,1,1,,85,10,5,4,3,2,3,2,4,3,3,3,2,2,2,2,2,1,0,0,31,127,0,1122610,207,37,3,0,0,23,01/01/1900,M,Black,No,Yes,2,0,0,L,036,017,182,149,44,3,0,K,029,016,170,146,42,6,0
6,6,1,15,1,1997,1,,2,,,,1,2,1,1,3,1,1,,85,10,5,4,3,2,3,2,4,3,3,3,2,2,2,2,2,1,0,0,31,127,0,1122790,207,37,3,0,0,23,01/01/1900,F,Black,No,Yes,3,0,0,L,020,032,154,174,6,30,0,K,020,030,154,172,15,48,0
6,6,1,15,1,1997,1,,2,,,,1,2,1,1,3,1,1,,85,10,5,4,3,2,3,2,4,3,3,3,2,2,2,2,2,1,0,0,31,127,0,1122090,207,37,3,0,0,23,01/01/1900,F,Black,No,Yes,9,1,3,L,014,020,139,153,1,5,0,K,013,016,135,146,1,6,0
6,6,1,15,1,1997,1,,2,,,,1,2,1,1,3,1,1,,85,10,5,4,3,2,3,2,4,3,3,3,2,2,2,2,2,1,0,0,31,127,0,1122580,207,37,3,0,0,23,01/01/1900,M,Black,No,Yes,3,1,3,L,019,026,152,162,5,13,0,K,016,010,144,134,5,1,0
6,6,1,15,1,1997,1,,2,,,,1,2,1,1,3,1,1,,85,10,5,4,3,2,3,2,4,3,3,3,2,2,2,2,2,1,0,0,31,127,0,1122770,207,37,3,0,0,23,01/01/1900,F,Black,No,Yes,6,0,0,L,019,026,152,164,5,15,0,K,016,025,146,161,6,25,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1123100,207,37,3,0,0,27,01/01/1900,M,Black,No,Yes,0,0,0,L,035,020,180,153,40,5,0,K,029,024,170,159,42,21,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1122840,207,37,3,0,0,27,01/01/1900,M,Black,No,Yes,12,0,0,L,020,019,154,151,6,4,0,K,013,017,137,149,1,9,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1122870,207,37,3,0,0,27,01/01/1900,M,Black,No,Yes,1,1,1,L,025,023,164,156,16,7,0,K,019,016,152,146,12,6,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1123050,207,37,3,0,0,27,01/01/1900,F,Black,No,Yes,2,0,0,L,023,037,160,182,12,44,0,K,024,027,162,167,27,37,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1123060,207,37,3,0,0,27,01/01/1900,F,Black,No,Yes,6,0,0,L,023,028,160,168,12,20,0,K,015,025,142,161,3,25,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1123010,207,37,3,0,0,27,01/01/1900,M,Black,No,Yes,3,1,3,L,030,028,172,168,27,20,0,K,018,025,150,161,10,25,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1123110,207,37,3,0,0,27,01/01/1900,F,Black,No,Yes,2,0,0,L,015,027,142,166,1,18,0,K, K5,016,124,146,1,6,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1125310,207,37,3,0,0,27,01/01/1900,F,Black,No,Yes,3,0,0,L,030,017,172,149,27,3,0,K,021,010,155,134,16,1,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1123120,207,37,3,0,0,27,01/01/1900,F,Black,No,Yes,10,0,0,L,016,013,144,141,1,1,0,K,013,022,137,155,1,15,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1122080,207,37,3,0,0,27,01/01/1900,F,Black,No,Yes,8,0,0,L,016,028,144,168,1,20,0,K,018,026,150,163,10,28,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1122520,207,37,3,0,0,27,01/01/1900,F,Black,No,Yes,9,0,0,L,028,032,168,174,21,30,0,K,016,019,144,151,5,11,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1122810,207,37,3,0,0,27,01/01/1900,F,Black,No,Yes,1,0,0,L,021,019,156,151,8,4,0,K,016,014,144,143,5,4,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1123090,207,37,3,0,0,27,01/01/1900,M,Black,No,Yes,17,2,4,L,018,026,150,162,4,13,0,K, K9,016,131,146,1,6,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1121950,207,37,3,0,0,27,01/01/1900,M,Black,No,Yes,4,1,3,L,022,023,158,156,10,7,0,K,014,014,140,143,2,4,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1121990,207,37,3,0,0,27,01/01/1900,F,Black,No,Yes,12,0,0,L,017,012,148,138,3,1,0,K,015,019,142,151,3,11,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1122010,207,37,3,0,0,27,01/01/1900,F,Black,No,Yes,0,0,0,L,017,026,148,162,3,13,0,K,017,017,148,149,8,9,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1123080,207,37,3,0,0,27,01/01/1900,M,Black,No,Yes,0,0,0,L,021,024,156,158,8,9,0,K,016,012,144,140,5,3,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1122940,207,37,3,0,0,27,01/01/1900,M,Black,No,Yes,3,1,3,L, K8,020,130,153,1,5,0,K,014,012,140,137,2,1,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1123040,207,37,3,0,0,27,01/01/1900,F,Black,No,Yes,8,0,0,L,016,026,146,164,2,15,0,K,011,017,133,149,1,9,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1125450,207,37,3,0,0,27,01/01/1900,M,Black,No,Yes,3,0,0,L,019,015,152,144,5,1,0,K, K7,014,128,143,1,4,0
3,3,3,20,1,1995,21,12,2,,,,1,2,2,1,2,1,1,1,65,15,30,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,0,0,41,129,0,1123130,207,37,3,0,0,27,01/01/1900,F,Black,No,Yes,1,0,0,L,020,026,154,162,6,13,0,K,013,012,135,140,1,3,0
1,1,1,20,1,2002,1,32,2,,,,1,,,,,1,,,85,5,10,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,0,0,25,137,0,1125800,302,1,2,0,0,21,09/10/1994,F,Black,No,Yes,18,,,L,022,018,159,150,31,15,0,K,021,017,156,149,46,34,0
1,1,1,20,1,2002,1,32,2,,,,1,,,,,1,,,85,5,10,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,0,0,25,137,0,1125900,302,1,2,0,0,21,12/08/1994,M,Asian/PI/Missing,,,4,,,L,032,030,175,171,91,93,0,K,022,024,158,158,50,57,0
1,1,1,20,1,2002,1,32,2,,,,1,,,,,1,,,85,5,10,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,0,0,25,137,0,1133060,302,1,2,0,0,21,11/29/1994,M,Black,No,Yes,5,,,L,029,023,169,156,51,24,0,K,020,017,153,148,40,31,0
1,1,1,20,1,2002,1,32,2,,,,1,,,,,1,,,85,5,10,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,0,0,25,137,0,1125820,302,1,2,0,0,21,06/19/1995,M,Black,No,Yes,31,,,L,016,012,144,139,8,4,0,K, K7, K2,127,122,1,1,0
1,1,1,20,1,2002,1,32,2,,,,1,,,,,1,,,85,5,10,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,0,0,25,137,0,1125910,302,1,2,0,0,21,12/30/1994,M,Black,No,Yes,60,,,L,013, K3,135,125,1,1,0,K, K7, K2,127,124,1,1,0
1,1,1,20,1,2002,1,32,2,,,,1,,,,,1,,,85,5,10,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,0,0,25,137,0,1125920,302,1,2,0,0,21,09/10/1994,F,Black,No,Yes,15,,,L,022,013,159,141,31,5,0,K,020,010,154,134,42,8,0
1,1,1,20,1,2002,1,32,2,,,,1,,,,,1,,,85,5,10,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,0,0,25,137,0,1133000,302,1,2,0,0,21,08/30/1995,M,Black,No,Yes,11,,,L,015, K7,141,129,5,1,0,K,015, K2,142,124,17,1,0
1,1,1,20,1,2002,1,32,2,,,,1,,,,,1,,,85,5,10,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,0,0,25,137,0,1125770,302,1,2,0,0,21,06/24/1995,M,Black,No,Yes,17,,,L,012, K2,134,122,1,1,0,K,013, K2,137,124,9,1,0
1,1,1,20,1,2002,1,32,2,,,,1,,,,,1,,,85,5,10,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,0,0,25,137,0,1125880,302,1,2,0,0,21,02/07/1995,M,Asian/PI/Missing,No,Yes,4,,,L,023,012,160,137,33,3,0,K,019,012,152,140,37,15,0
1,1,1,20,1,2002,1,32,2,,,,1,,,,,1,,,85,5,10,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,0,0,25,137,0,1133010,302,1,2,0,0,21,11/11/1994,F,Black,No,Yes,1,,,L,017,023,149,156,14,24,0,K,013,015,137,144,9,23,0
1,1,1,20,1,2002,1,32,2,,,,1,,,,,1,,,85,5,10,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,0,0,25,137,0,1125790,302,1,2,0,0,21,01/19/1995,M,Black,No,Yes,11,,,L,021,015,157,144,27,7,0,K,013, K7,137,129,9,3,0
1,1,1,20,1,2002,1,32,2,,,,1,,,,,1,,,85,5,10,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,0,0,25,137,0,1133040,302,1,2,0,0,21,01/02/1994,M,Black,No,Yes,13,,,L,020,023,153,156,20,24,0,K,016,012,146,138,25,12,0
1,1,1,20,1,2002,1,32,2,,,,1,,,,,1,,,85,5,10,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,0,0,25,137,0,1125890,302,1,2,0,0,21,04/06/1995,F,Black,No,Yes,6,,,L,021,017,156,148,25,12,0,K,010,010,132,134,4,8,0
1,1,1,20,1,2002,1,32,2,,,,1,,,,,1,,,85,5,10,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,0,0,25,137,0,1125760,302,1,2,0,0,21,03/25/1995,M,Black,No,Yes,18,,,L,032,020,175,152,64,18,0,K,019, K9,152,131,37,5,0
1,1,1,20,1,2002,1,32,2,,,,1,,,,,1,,,85,5,10,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,0,0,25,137,0,1125830,302,1,2,0,0,21,12/23/1993,M,Black,No,Yes,57,,,L,018,020,150,152,15,18,0,K,015,012,142,140,17,15,0
